sk_ato,sk_sessao,data_sessao,tipo_sessao,ambiente,partido,registros
122145,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PL,1
122146,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PT,1
122147,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PT,1
122148,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122149,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PL,1
122150,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PROS,1
122151,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122152,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PTC,1
122153,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
122154,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122155,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PSC,1
122156,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PTB,1
122157,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,1
122158,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122159,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122160,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
122161,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122162,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122163,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122164,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122165,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PSD,1
122166,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122167,4,2020-02-04,SESSAO ORDINARIA,PRESENCIAL,PP,1
122168,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PL,2
122169,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PT,1
122170,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PT,1
122171,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PDT,2
122172,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PL,2
122173,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PROS,2
122174,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,2
122175,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PTC,2
122176,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
122177,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,MDB,2
122178,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PSC,2
122179,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PTB,2
122180,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,2
122181,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,AVANTE,2
122182,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,NOVO,2
122183,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122184,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,2
122185,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122186,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,AVANTE,2
122187,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PSD,2
122188,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122189,5,2020-02-05,SESSAO ORDINARIA,PRESENCIAL,PP,2
122190,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PL,2
122191,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PT,2
122192,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PT,2
122193,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122194,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PL,2
122195,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PROS,2
122196,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,2
122197,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PTC,2
122198,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PSOL,2
122199,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,MDB,2
122200,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PSC,2
122201,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PTB,2
122202,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,2
122203,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PSB,2
122204,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122205,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,NOVO,2
122206,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,REDE,2
122207,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,2
122208,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PDT,2
122209,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,MDB,2
122210,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122211,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PSD,2
122212,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PSB,2
122213,6,2020-02-11,SESSAO ORDINARIA,PRESENCIAL,PP,2
122214,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,2
122215,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,2
122216,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,2
122217,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PDT,2
122218,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
122219,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PROS,1
122220,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,2
122221,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PTC,1
122222,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,2
122223,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PSC,1
122224,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PTB,2
122225,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PODEMOS,2
122226,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,NOVO,2
122227,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,REDE,1
122228,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,2
122229,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PDT,2
122230,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,2
122231,7,2020-02-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,2
122232,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PL,2
122233,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PT,1
122234,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PDT,2
122235,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PL,1
122236,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PROS,2
122237,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122238,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PTC,1
122239,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
122240,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122241,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PSC,1
122242,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PTB,1
122243,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,1
122244,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122245,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122246,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,NOVO,2
122247,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122248,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122249,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PDT,2
122250,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122251,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,AVANTE,2
122252,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PSD,1
122253,8,2020-02-12,SESSAO ORDINARIA,PRESENCIAL,PP,2
122254,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,PL,1
122255,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,PT,1
122256,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122257,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122258,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,PTC,1
122259,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
122260,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,PSC,1
122261,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,1
122262,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122263,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122264,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122265,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122266,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,PSD,1
122267,9,2020-02-13,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122268,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PL,2
122269,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PT,1
122270,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PT,1
122271,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122272,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PL,1
122273,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PROS,1
122274,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122275,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PTC,1
122276,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
122277,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PSC,1
122278,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PTB,1
122279,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,1
122280,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PSB,2
122281,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,AVANTE,2
122282,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
122283,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122284,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122285,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PDT,2
122286,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122287,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122288,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PSD,1
122289,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122290,10,2020-02-18,SESSAO ORDINARIA,PRESENCIAL,PP,2
122291,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PL,1
122292,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PT,1
122293,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PT,1
122294,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122295,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PL,1
122296,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PROS,1
122297,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122298,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PTC,1
122299,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
122300,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122301,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PSC,1
122302,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PTB,1
122303,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,1
122304,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122305,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122306,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122307,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122308,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122309,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122310,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122311,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122312,11,2020-02-19,SESSAO ORDINARIA,PRESENCIAL,PP,1
122313,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,PL,1
122314,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,PT,1
122315,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,PT,1
122316,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122317,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,PROS,1
122318,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122319,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,PTC,1
122320,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,PSC,1
122321,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,PTB,1
122322,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,1
122323,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122324,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122325,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122326,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122327,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122328,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122329,12,2020-02-20,SESSAO ORDINARIA,PRESENCIAL,PP,1
122330,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,PT,1
122331,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,PT,1
122332,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122333,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122334,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,PTC,1
122335,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
122336,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,PSC,1
122337,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,PTB,1
122338,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122339,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122340,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122341,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122342,13,2020-02-27,SESSAO ORDINARIA,PRESENCIAL,PP,1
122343,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PT,2
122344,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PT,2
122345,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122346,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PL,2
122347,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PROS,1
122348,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,2
122349,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PTC,1
122350,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PSOL,2
122351,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PSC,2
122352,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PTB,1
122353,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,2
122354,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122355,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122356,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
122357,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,REDE,2
122358,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122359,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122360,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,MDB,2
122361,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,AVANTE,2
122362,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PSD,1
122363,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122364,14,2020-03-03,SESSAO ORDINARIA,PRESENCIAL,PP,2
122365,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,PT,1
122366,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,PT,1
122367,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,PL,1
122368,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,PROS,1
122369,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
122370,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,PSC,1
122371,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,PTB,1
122372,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,1
122373,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122374,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
122375,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122376,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122377,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122378,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122379,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122380,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,PSD,1
122381,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122382,15,2020-03-04,SESSAO ORDINARIA,PRESENCIAL,PP,1
122383,16,2020-03-05,SESSAO ORDINARIA,PRESENCIAL,PT,1
122384,16,2020-03-05,SESSAO ORDINARIA,PRESENCIAL,PT,1
122385,16,2020-03-05,SESSAO ORDINARIA,PRESENCIAL,PTB,1
122386,16,2020-03-05,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122387,16,2020-03-05,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122388,16,2020-03-05,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122389,16,2020-03-05,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122390,16,2020-03-05,SESSAO ORDINARIA,PRESENCIAL,PP,1
122391,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PL,1
122392,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PT,2
122393,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PT,2
122394,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PL,2
122395,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PROS,2
122396,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,2
122397,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PTC,2
122398,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PSOL,2
122399,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,MDB,2
122400,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PSC,2
122401,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PTB,2
122402,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,2
122403,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122404,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,AVANTE,2
122405,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,NOVO,2
122406,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,REDE,2
122407,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,2
122408,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PDT,2
122409,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,MDB,2
122410,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,AVANTE,2
122411,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PSD,1
122412,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PSB,2
122413,17,2020-03-10,SESSAO ORDINARIA,PRESENCIAL,PP,2
122414,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PL,1
122415,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PT,1
122416,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PT,1
122417,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PL,1
122418,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PROS,1
122419,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122420,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PTC,1
122421,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
122422,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122423,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PSC,1
122424,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PTB,1
122425,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,1
122426,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122427,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122428,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
122429,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122430,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122431,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122432,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122433,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122434,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PSD,1
122435,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122436,18,2020-03-11,SESSAO ORDINARIA,PRESENCIAL,PP,1
122437,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,2
122438,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
122439,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
122440,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
122441,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PROS,1
122442,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
122443,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PTC,1
122444,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
122445,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
122446,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PTB,1
122447,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PODEMOS,1
122448,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
122449,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,AVANTE,1
122450,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,NOVO,1
122451,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
122452,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PDT,1
122453,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
122454,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,AVANTE,1
122455,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
122456,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
122457,19,2020-03-11,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
122458,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,PL,1
122459,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,PT,1
122460,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,PT,1
122461,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,PROS,1
122462,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122463,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,PTC,1
122464,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
122465,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,PSC,1
122466,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,PTB,1
122467,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,1
122468,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122469,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,NOVO,1
122470,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122471,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122472,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122473,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122474,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,PSD,1
122475,20,2020-03-12,SESSAO ORDINARIA,PRESENCIAL,PP,1
122476,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
122477,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
122478,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
122479,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
122480,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PROS,1
122481,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
122482,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PTC,1
